Apply Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=2605fae66c9021b1,카카오 크루의 업무지원 시스템 개발자,카카오 4.2 성남 판교역,,개발 및 운영 카카오의 업무 플랫폼 개발 및 운영 업무 편의를 위한 다양한 시스템 개발 및 운영 지원자격 Java 기반 웹 어플리케이션 개발 역량을 보유하신 분 (필수) 사내정보시스템에 관심이 있는 분 ※ 카카오 기술...
https://kr.indeed.com/viewjob?jk=5c524813471afadd,웹개발 및 유지보수(PHP)/모바일 등 개발자 찾습니다.,한국갭이어 서울 용산구,,프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=b0710b3bd97bef4f,웹 개발자 (계약직),Nexon 성남 분당구,,API 서비스 개발 및 유지보수. 지원자격 - JAVA를 이용한 Back-End 개발 경험이 있으신 분. - RDBMS를 활용한 DB설계가 가능하신 분. 우대사항 - JAVA 경력이 있으신 분 - 인트라넷 업무 운영...
https://kr.indeed.com/viewjob?jk=1f3c15f8d45cb721,"Application Support Engineer, MATLAB & S...",MathWorks 서울,,"MATLAB... least one other programming language (C/C++, Java, JavaScript) Excellent Korean and English language skills..."
https://kr.indeed.com/viewjob?jk=dfd73eee7886c6f3,금융그륩 BSP 시스템 개발 업무,"국내 유명 금융그룹 / 대표 금융특화 기업집단으로서 저축은행, 캐피탈, 대부업 위주 사업 서울 중구",,"금융권 IT실무 (여신, 채권, 할부 등) 개발 경험자 컴퓨터 아키텍쳐 지식을 가진 자 프로그램 언어(JAVA, C 등) 개발 경험자 Framework 환경(Anyframe), UI개발툴(Miflatform)개발 경험자..."
https://kr.indeed.com/viewjob?jk=3bb83aa0c31420c6,[경력] Java 개발자 / 유지보수 / 2년 이상,아이투맥스 서울 마포구,,통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프... 응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=690c49ddba1c7958,Customer Engineering Applications Engine...,Synaptics 서울,,"communication in English Desired Qualifications Ability in Java, ARM assembly is a plus. Familiar with operating system..."
https://kr.indeed.com/viewjob?jk=35af4916af1838de,[] 시각화개발팀 UI개발자,엔키아 성남 분당구,,"전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹기획.웹마케팅.PMUI.IA 설계 웹프로그래머웹프로그래머, JSP, JAVA, AJAX 응용프로그래머응용프로그래머 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=d48a6caeb665222d,[카카오맵] 플랫폼 서버 개발자,카카오 4.2 성남 판교역,,API 서버 개발/운영 대중교통 관련 데이터 운영/개발 지표 분석 및 운영 JAVA 기반 백엔드 시스템 개발 지원자격 기본 조건 JAVA 개발 경력 3년 이상 Spring Framework 기반 웹 애플리케이션 개발...
https://kr.indeed.com/viewjob?jk=865bfa548ec599bd,서버 아키텍트,한국카카오은행 경기도 성남,,"- Java, Spring 기반의 RESTful API 설계 및 개발 - 어플... 대응 및 문제 해결 . - 대용량 시스템 설계 및 개발 경험 - Java, Spring 기반의 웹 어플리케이션 개발 및 운영 경험 - Linux..."
https://kr.indeed.com/viewjob?jk=4be350065d9e0418,Exadata Technical Analyst 3-Support,Oracle 3.8 서울,,"customer issues l Programming language skill (C/C++, Java) l Knowledge of OS and networking technology (Unix or Linux, TCP..."
https://kr.indeed.com/viewjob?jk=398c9731c6b6aacc,보험사 일반보험시스템 운영개발(JAVA/11개월/강남),디와이즈 서울 강남구,,"졸업(2,3년) 성별 무관 기타 담당업무 보험사 일반보험시스템 운영개발(JAVA/11개월/강남) 자유 양식 지원 개인이 현재 보유중인 이력서 자유양... 산업 직무별(직종) 응용프로그래머Java 산업별(업종) SI.SM.ERP..."
https://kr.indeed.com/viewjob?jk=97256f40f8e27da3,2019년 시지온 공채,CIZION 서울 마포구,,MySQL / Redis / Git / Java / Spring / Node.js 자격요건 및 우대사항 - Java / Spring 실무경험 최소 3... 배포 / 모니터링 경험 우대 - Java를 이용한 서비스 개발 경험 우대...
https://kr.indeed.com/viewjob?jk=b87ff4aabad6e65e,Process & Data Scientist,Applied Materials Inc. 대한민국,,"Experience... least one programming language (Python, R, Java, etc... writing SQL queries Qualifications Education..."
https://kr.indeed.com/viewjob?jk=38432d737f984180,"App Java 개발자 경력 - 정규직, 계약직",지니웍스 서울 강남구,,"년) 성별 무관 기타 담당업무 App Java 개발자 경력 채용 - 정규직... 제출서류 전형절차 직무/산업 직무별(직종) 응용프로그래머응용프로그래머, Java, Application 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=0bfa88541b18525d,[KSTEC] 최적화 컨설턴트 신입 및 경력사원,지식시스템 성남 분당구,,선물 지급 인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC·ATL)|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=cd8ee27085e6a2ff,머신러닝/딥러닝,NHN 4.4 성남 판교역,,"TensorFlow, PyTorch 개발 경험 - 고속 병렬 처리 관련 지식/개발 경험 - C++, Java, Python 개발 경험 [Computer Vision 연구개발] Job Description 자격요건..."
https://kr.indeed.com/viewjob?jk=af6f521109814531,Integration Specialist,Amway Inc. 서울,,"API gateway, event stream, Web Methods, SSIS, Web Sphere and java based Micro-service layers • Has experience working through..."
https://kr.indeed.com/viewjob?jk=95e9900e16b547e2,서울특별시 노원구 일반임기제공무원,서울특별시 5.0 대한민국,,"사람 * 관련분야 경력 인정범위 : 민간 및 공공기관 S/W 개발 경력 【우대사항】 Oracle, Java, HTML5 프로그램밍 분야에서 2년이상 개발 경력이 있는 자 ※ 상위 임용등급에 규정된 자격기준을 충족한..."
https://kr.indeed.com/viewjob?jk=c73f04317f484887,윈도우 응용소프트웨어 개발외 각 부문,씨케이다 서울 금천구,,"전공 : 컴퓨터 공학 관련학과 필수요건 - ASP,JSP,PHP,Java,MySQL,Javascript 개발가능자 - 소프트웨어공학 실무 우대... 통신·모바일·게임>웹프로그래머>JAVA|마케팅·광고·홍보·조사>마케팅>해외마케팅"
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,"개발, 분산 시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science..."
https://kr.indeed.com/viewjob?jk=37d1f6dbb37f8a38,대용량 분산 스토리지 개발자,카카오 4.2 성남 판교역,,프로그래밍에 익숙하신 분 멀티쓰레드 기반의 프로그래밍에 익숙하신 분 개발 경력 2년 이상 #우대 자격 Java 멀티쓰레드 기반 네트워크 프로그래밍 경험이 있으신 분 (netty도 ok) Python 등의 스크립트 언어를...
https://kr.indeed.com/viewjob?jk=11fe94928643dd5d,[LG그룹] S&I Corp. 본사 경력직 직원 [변호사/ Complia...,에스앤아이코퍼레이션 서울 강서구,,[FM] 시공관리 / FM운영(전기) / IT개발(JAVA) 경력사원 채용 회사소개 모집부문 모집부문 조직 모집분야 상세 내용 전공 근무지 인원 전사 법무 - 계약 검토 및 법률 자문 계약 검토 및 계약 협상 지원 주요...
https://kr.indeed.com/viewjob?jk=3ba201322fd814b2,프로젝트 웹 개발자(JAVA) 경력직,인포텍코퍼레이션 서울 영등포구,,"jsp, java, ASP 인포텍코퍼레이션(주) 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] 프로젝트 웹 개발(JAVA... 우대 [웹프로그래밍] - jsp, java, ASP 0 명 근무조건..."
https://kr.indeed.com/viewjob?jk=55363f35758b7cff,응용 소프트웨어 개발자,지이에스 포항 남구,"연봉 30,000,000원 - 35,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC·ATL)|인터넷·IT·통신·모바일·게임>응용...
https://kr.indeed.com/viewjob?jk=c375840c7f5c0798,백엔드 경력 정규직,스파이더랩 서울 강남구,,"직급/직책: 팀원, 팀장 [자격요건] - 개발경력 2년 이상 - Java, Spring Framework, Mybatis 기반 개발 경험... 통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프..."
https://kr.indeed.com/viewjob?jk=46a50e1c6b1364d0,안드로이드 앱 개발자,유스콘 서울 송파구,,인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA
https://kr.indeed.com/viewjob?jk=0d195f29eca1932a,"금융기관 및 금융공기관 활용되는 금융공학모형의 개발, 구현 & 유지보수",한국리스크관리 서울 종로구,"연봉 30,000,000원","숙련자, 설계 유경험자 - 관련지식 또는 경험 보유자 - 프로그래밍 개발(Visual Basic, .net, JAVA 등) - Database(Oracle, MS-SQL 등) - 금융기관 관련 프로젝트 유경험자(1년~5년..."
https://kr.indeed.com/viewjob?jk=f2bad4603d9397ca,IT 관련직원,이노플라이 서울 영등포구,"연봉 24,000,000원 - 26,000,000원","[웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자 - HTML, JavaScript, css 능숙자 - MS SQL, Oracle, MySQL 등 DBMS 설계 및 운영 가능자 - 웹, DB서버 구축 및..."
https://kr.indeed.com/viewjob?jk=89703a2ec473e2d9,2020년도 지역정착형 청년일자리 사업 -컴퓨터 ...,에스파킹 경기도 부천,,모집직종 JAVA 프로그래밍 언어 전문가 관련직종 기타 정보통신기기 설치·수리원 직무내용 1. 사업계획서 작성 2. 컴퓨터 프로그램 개발지원 3. 주차관제 시스템 유지관리 4. 거래처 견적 영업지원 *첨부파일 참조바랍니다...
https://kr.indeed.com/viewjob?jk=23957bf760fc49b3,"(주)블루오션소프트 소프트웨어(웹,앱)개발자 및 sns마케터",블루오션소프트 서울 금천구,,"우대사항 가우스, JAVA, ORACLE 가능자 무역·영업·판매·매장관리>기술영업>소프트웨어|인터넷·IT·통신·모바일·게임>웹기획·웹마케팅·PM>웹마케팅"
https://kr.indeed.com/viewjob?jk=af2b53a63f7faa87,초급자 JAVA/JSP 신입 개발자(SI/SM),블루웨이브컨설팅 서울 마포구,,"지원자격 경력 신입·경력 학력 학력무관 성별 무관 기타 담당업무 초급자 JAVA/JSP 신입 개발자(SI/SM)을 모집합니다. 커리어 양식 지원 아직... 웹프로그래머웹프로그래머, JSP, JAVA 산업별(업종) 웹에이전시 웹에이전시"
https://kr.indeed.com/viewjob?jk=c39b5cf761fdea8b,[해외취업] 금융시스템개발 SE,카케하시솔루션즈 대한민국,,"무내용 금융시스템 개발팀에서 주로 Java 프로그래밍, 보수, 운용을 담당... います。 そのなかで、Javaでの製造工程をお任せします。 그 외 자격요건 ・一人称でJavaの製造工程が出来る方 ・Javaアプリケーション（GUI）の開発経験..."
https://kr.indeed.com/viewjob?jk=66f1a78e8bd55a51,예술단체 연수단원(사회적협동조합 자바르떼),사회적협동조합 자바르떼 서울 은평구,"월급 1,800,000원",모집직종 공연·영화·음반 기획자 모집인원 1명 학력 고등학교 전공 고용형태 계약직 (기간 10개월) 근무예정지 서울특별시 은평구 통일로 서울혁신파크 미래청 502호 인근지하철 직무내용 사회적협동조합 자바르떼와 함께 할 연수...
https://kr.indeed.com/viewjob?jk=7909507fdb79d9de,JAVA XPLATFORM 품질운영업무-군포,세방정보시스템 경기도 군포,,"[웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자... 12월 예정 ~1년 등급 : 등급은 고급레벨 (정규직 가능) 환경 : JAVA Xplatform 통계 화면개발, Oracle 출근시간 : 08시 입니..."
https://kr.indeed.com/viewjob?jk=ba738a285b5823c3,Enterprise Sales Engineer,DataDog 대한민국 +1 지역,,"technologies. Programming experience. Extra points for Java, Python, Ruby, Go, Node.JS, PHP... NET Experience in systems..."
https://kr.indeed.com/viewjob?jk=e6ace4fbe3e1a754,화상 처리 시스템 S/W 개발 엔지니어,유플러스엔지니어링 성남 분당구,,"개발 경험자 우대 (검사장비 S/W, 개발, 응용프로그램 개발) 인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#"
https://kr.indeed.com/viewjob?jk=b679c86f61f79d72,더케이교직원나라 각 부문별(IT 시스템 개발),교원나라 서울 종로구,"연봉 27,000,000원",전산관련 자격증 소지자 - 개인프로젝트 소스 저장소 주소 제출 - FRAMEWORK 기반 개발 경험자 - JAVA 관련 학원 교육이수자 [지원자격] - 초대졸 이상(초대졸자의 경우 2년 이상 경력필수) 경력조건 신입 필요경...
https://kr.indeed.com/viewjob?jk=ec06163bfc59febd,LCMS(학습콘텐츠관리시스템)개발 및 운영 에듀테크 선두기업,에듀테크 선두기업 서울특별시,,"※ 직무개요 -LCMS(학습콘텐츠관리시스템) 및 서비스 운영/개발 ※ 자격조건 - 경력 : 7년 이상 - Java 기반 Back-End or Front-End 개발 - Vue.js , Jquery, HTML5 - Spring..."
https://kr.indeed.com/viewjob?jk=85534d40db28e7b9,[오디오플랫폼] 오디오클립 서비스 개발자,네이버 대한민국,,비즈니스 모델 구축 - 클로바 및 AI스피커 등 오디오 콘텐츠 제공을 위한 플랫폼 연동 [지원자격 ] - Java / Spring 기반의 Backend 개발 경험 ( 3년 이상 또는 그에 준하는 역량을 보유하신 분) - DB...
https://kr.indeed.com/viewjob?jk=aed2da8a7c39b1f7,(주)기원테크 JSP 개발 및 Web컨설팅 직원,기원테크 서울 금천구,,"[웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자 - HTML, JavaScript, css 능숙자 - MS SQL, Oracle, MySQL 등 DBMS 설계 및 운영 가능자 - 웹, DB서버 구축 및..."
https://kr.indeed.com/viewjob?jk=973e37745672127d,[한국오라클] Data Center Site Manager,한국오라클 3.3 강원도 춘천,,"Servers) o Networking (DNS, TCP/IP) o Programming / scripting (Java, Perl, Ruby, C#... PHP) o Cabling standards, testing..."
https://kr.indeed.com/viewjob?jk=5cb00a78d5b692ad,(주)이노크루 교육시스템 개발 및 유지보수 업무 경력자,이노크루 서울 마포구,"연봉 40,000,000원 - 50,000,000원","* 프로그래밍 스킬 - JAVA 언어에 능숙하신 분 - JAVA Script, J... 연령: 무관 성별: 무관 기타: * 프로그래밍 스킬 - JAVA 언어에 능숙하신 분 - JAVA Script, J-Query, JSP, Spring..."
https://kr.indeed.com/viewjob?jk=ec48908dd5c640da,웹 프로그래머,세원이디에스 서울 구로구,,"다면!! 상세 이력서 등록하기 지원양식 커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머 응용프로그래머전산전공, Java 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=550c6df96cbd1636,응용소프트웨어&웹 개발자(응용프로그래머),솔루텍시스템 서울 영등포구,"연봉 24,000,000원","대학 전공 고용형태 상용직 근무예정지 서울특별시 영등포구 영신로 1104호 인근지하철 직무내용 -web 개발,java,jsp,spring,c#,asp.net,pb,delphi,vb,cobol,sap 경력조건 경력 필요경력..."
https://kr.indeed.com/viewjob?jk=b0ddf23c918e8129,"AppDynamics Senior Sales Engineer, Seoul",Cisco Systems 4.1 서울,,"least one... following languages: Java, .NET, PHP, JavaScript. Experience... common Java web application architecture..."
https://kr.indeed.com/viewjob?jk=6e70c6d27996ce15,제조 IT 소프트웨어 개발자,남경소프트 대구 달서구,"연봉 24,000,000원 - 32,000,000원","운전면허, 전공관련 자격증 우대 [응용 프로그래밍] - C, C++, JAVA, 임베디드 개발 유경험자 - .NET 프레임워크에 대한 기반 지식 보유... 로그래밍] - C, C++, JAVA, 임베디드 개발 유경험자 - .NET..."
https://kr.indeed.com/viewjob?jk=25b30860cbb49eca,대성홀딩스 정보통신사업부문 정규직,대성홀딩스 대구 동구,"연봉 32,000,000원 - 34,000,000원","개발 및 운영 - 웹, 모바일 시스템 개발 및 운영 2. 필수지식 및 능력 - 프로그래밍 언어(C++, JAVA, 파워빌더 등) 개발 가능자(필수 1개 이상) - 웹 또는 모바일 프로그램 개발 가능자 상세모집요강 접수기간..."
https://kr.indeed.com/viewjob?jk=6f7012d86a9c4f76,삼성전자 C-lab 출신 기업 룰루랩 웹 플랫폼 개발자,룰루랩 서울 강남구,,"우대) [웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙... DB서버 구축 및 유지 가능자 [응용 프로그래밍] - C, C++, JAVA, 임베디드 개발 유경험자 - .NET 프레임워크에 대한 기반 지식 보유자..."
https://kr.indeed.com/viewjob?jk=56dafb7a43a9f771,JAVA 웹프로그래머 - 경력직,호우캐스트 서울 영등포구,,"4년) 성별 무관 기타 담당업무 JAVA 웹프로그래머 채용합니다 - 경력직... 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JAVA, MySQL, HTML HTML코딩.퍼블리셔CSS 산업별(업종) 보안..."
https://kr.indeed.com/viewjob?jk=4181bdc0350b50c7,IT Infra or App. Architecture(해외 금융법인 프로...,디에스파트너즈그룹 서울,,"대졸이상(전공무관) -영어: 중급이상(업무상 소통) -IT경력: UNIX, Java언어 기반 개발 경험 3년 이상 -업무경력:금융사 시스템 개발 또는... 리는점 양해바랍니다 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA"
https://kr.indeed.com/viewjob?jk=b4e795fb8e6fd0ed,"IT 기획, 운영 (대리-과장급) 초빙 - 유명 유통사",로이스에이치알 서울,,"해도 . 프로젝트 관리 (PMP 등), 프로그래밍 언어 (Python, Java 등), RDBMS (OCP 등) 관련 자격증 우대 . 영어회화 가능자... 프로그래밍 언어 (Python, Java 등), RDBMS (OCP 등..."
https://kr.indeed.com/viewjob?jk=5aa1c164c9b0eb3b,[충남형 지역균형발전 청년고용사업 신청기업] Java/Spring/전자정...,해피캔버스 천안 서북구,"월급 2,000,000원",담당업무 - Spring 기반의 Java 개발 - 공공/민간기관의 시스템... 게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=dde5b167a1aa4b64,"HTML·DHTML, PHP 외 경력 정규직",이룸평생교육원 서울 동작구,,HTML·DHTML|인터넷·IT·통신·모바일·게임>웹프로그래밍>PHP |인터넷·IT·통신·모바일·게임>웹프로그래밍>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래밍>.NET|인터넷·IT·통신·모바일·게임>웹프로그래밍>XML
https://kr.indeed.com/viewjob?jk=bc8064338837d169,[충남형 지역균형발전 청년고용사업 신청기업] Java/Spring/전자정...,앙클 천안 서북구,"월급 2,000,000원",담당업무 - Spring 기반의 Java 개발 - 공공/민간기관의 시스템... 게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP |인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=5c6723a17ad467f6,Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC 서울,,"getting hands dirty with code/scripting (e.g, python, java, c#, .NET, Node.js) Amazon Web Services is looking for Solutions..."
https://kr.indeed.com/viewjob?jk=1e942e6c30774c46,ICT기획팀 (사원-대리급) (Information Communicati...,신한비엔피파리바자산운용 대한민국,,"관련경력 1년 이상 - 우대사항: 서버, 네트워크, DB, 개발 관련 자격증 보유자, 개발 경험자(C, JAVA, xplatform, 프로프레임 등), 외국어 가능자 3. 전형방법 - 서류전형 면접전형(서류전형 합격자에..."
https://kr.indeed.com/viewjob?jk=d2a292492bb710e5,"[닷넷(.NET), C#] 경력직 개발자",㈜모스티소프트 서울 영등포구,,래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>.NET|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터...
https://kr.indeed.com/viewjob?jk=5549a45307b69fee,IBK투자증권 경력직,IBK투자증권 대한민국,,"침해사고 분석 대응 - 보안 기획 및 보안 솔루션 운영업무 경험자 IT개발 - 증권MTS 개발/운영 - Java, Objective-C, Lua Script - 증권사 HTS/MTS 개발경험자 리스크관리 - NCR..."
https://kr.indeed.com/viewjob?jk=ca559d4455fcd360,"[스타트업] 코딩개발지 , 신입/경력 정규직",벤텍앤컴퍼니 서울 광진구,,"운영 경험자 실무 3년차 이상 - Java에 익숙하고 Thymeleaf... 기타: - 웹 애플리케이션 개발, 운영 경험자 실무 3년차 이상 - Java에 익숙하고 Thymeleaf, JSP 등 템플릿 엔진 사용가능한 분..."
https://kr.indeed.com/viewjob?jk=6284552492357b9b,Java·JSP/.NET/전자정부프레임워크 경력 개발자,엠브이소프텍 대전 서구,,"3년) 성별 무관 기타 담당업무 Java·JSP/.NET/전자정부프레임워크... 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, JSP, JAVA 응용프로그래머C# 기계설계.CAD.CAM3D설계 산업별(업종) 솔루션..."
https://kr.indeed.com/viewjob?jk=76f65dd9f4bdc698,(주)단디위즈 JAVA/JSP 프로그래머 정규직,단디위즈 서울 양천구,,자방근무 가능자 우대 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP
https://kr.indeed.com/viewjob?jk=03e55f68e91d155f,[사장님플랫폼부문] 배달의민족 광고시스템 서버 개발자,우아한 형제들 서울 송파구,,"지원자격] - 웹 어플리케이션 개발, 운영 경력 5년 이상이신 분(또는 그에 준하는 역량을 갖추신 분) - JAVA에 익숙하시고, 그 외 언어(1개 이상)를 습득하신 분 - Spring 프레임웍(Spring Boot)을 이용..."
https://kr.indeed.com/viewjob?jk=1646769de6c06d51,"경력 개발자 (Java, Android, iOS)",와우인포텍 서울 금천구,"연봉 30,000,000원 - 32,000,000원","루션개발팀 WEB/APP 개발자 (Java, Android, iOS) 담당... 능하신 분 - Android - Java, Kotlin 가능하신 분 - iOS - Objective-C, Swift 가능하신 분 2. Java Web..."
https://kr.indeed.com/viewjob?jk=d414d702649a6bd5,JAVA 프로그래머 수시-가산디지털단지역,연우정보기술 서울 강남구,,연우정보기술(주) 모집부문 및 자격요건 담당업무 자격요건 인원 JAVA 프로그래머 모집 [자격요건] 경력사항: 경력(3년 이상 12년 이하... 통신·모바일·게임>웹프로그래밍>JAVA|인터넷·IT·통신·모바일·게임>웹프...
https://kr.indeed.com/viewjob?jk=32f06486dc059c80,[대기업금융사] 자연어처리/텍스트분석 박사학위 소지자,FN executive search 서울,,"업내 텍스트분석 경험 보유자 - 자연어 처리, Text Analytics, ML/DL - Python, Java, SQL 능력 - 관련 자격증, 논문, 특허 보유시 우대 [고용형태] 정규직 [급여조건] 연봉 협의 후..."
https://kr.indeed.com/viewjob?jk=8b0d2883c696cfa9,[(주)비디텍/안양메가벨리] 장비 제어 응용 프로그래머 초중급,비디텍 안양 동안구,,가능 [장애인채용희망여부] 비희망 [병역특례] - 비희망 인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#
https://kr.indeed.com/viewjob?jk=646df478255f6182,BackEnd 개발 경력자,코딩로봇연구소 서울 강남구,,및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래밍>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래밍>Servlet|인터넷·IT·통신·모바일·게임>웹프로그래밍>벡엔드...
https://kr.indeed.com/viewjob?jk=c1f275555e3c21d9,투자풀운영본부 경력직원(~01/19),한국투자신탁운용 대한민국,,"금융기관 등 IT업무 경험자 - 연금/기금/펀드 등 자산운용 지원시스템 분석, 운영업무 2년이상 경험자 - JAVA, JSP, Oracle 프로그램 경험자 2) 주요업무 - 자산운용 지원시스템 관리 - 자산운용 관련 데이터베..."
https://kr.indeed.com/viewjob?jk=2c1386819bc88a23,"JAVA SPRING (REACT-JS,FX) MES3.0 개발업무-선릉...",세방정보시스템 서울 강남구,,"[웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자... 2,3년)졸업 연령: 무관 성별: 무관 기타: [웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자 - HTML, JavaScript..."
https://kr.indeed.com/viewjob?jk=29667656675b70f2,RPA 및 DevOps ALM 엔지니어,시와소프트 서울 금천구,"연봉 30,000,000원 - 35,000,000원","DevOps ALM 사용자 우대 ( Git,SVN. Jenkins ) - java 개발 경험 우대 시와소프트(주) RPA 및 DevOps ALM... SVN. Jenkins ) - java 개발자 우대 [우대사항] 자격증..."
https://kr.indeed.com/viewjob?jk=27292ca26f03d534,"웹개발, 응용프로그램개발 정규직 (경력)",플래누리 서울 강남구,,"등록하기 지원양식 커리어 온라인 이력서 전형절차 및 제출서류 전형절차 직무/산업 직무별(직종) 웹프로그래머웹프로그래머 응용프로그래머응용프로그래머, Java, 안드로이드 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=cbb9a6d587071a87,함께하실 BackEnd 개발 경력자,코딩로봇연구소 서울 강남구,,및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래밍>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래밍>Servlet|인터넷·IT·통신·모바일·게임>웹프로그래밍>벡엔드...
https://kr.indeed.com/viewjob?jk=117895e16d14af89,부문별 신입 및 경력직,케이지제로인 대한민국,,"포트폴리오 분석, 해외 시장동향 분석. 자격 요건, 우대사항 공통 : 학사 이상 학위자 2. JAVA(JSP, Java Script) 프로그래밍 가능자 Spring Framework 기반 기술 가능자 3. 구매 및 자재..."
https://kr.indeed.com/viewjob?jk=9eeeffa9f171f32b,대기업 검색엔진 개발 (대리과장급),차량IT 전문 기업 (대기업) 서울,,"경력 5년이상 ~ 10년이하 - 정보검색에 대한 경험 보유 [기술스택] - OS : linux - 언어: java, scala, python, c++ 중 하나 이상의 언어 능숙자 - 프레임워크: spring boot..."
https://kr.indeed.com/viewjob?jk=225fab669081ca13,전자정부 프로젝트 pl,AOS Ltd 대한민국,,발된 S/W에 대한 QA 수행 ㅇ 우대 사항 - 한국 및 해외 전자정부 및 SI 프로젝트 유경험자 - JAVA 중상급 이상 - 분석/설계 중상급 이상 - 해당분야 경험 7년 이상 - 다양한 분야의 다수 솔루션 경험...
https://kr.indeed.com/viewjob?jk=d498993697237b33,AI(인공지능) 개발자,휴먼디지털 서울,,기업정보 국내 IT 기업 업무내용 인공지능(챗봇) 개발 자격조건 학력 : 4년제 대졸이상 - 경력 : 1. Java 개발 경력 3년 이상 2. 비지니스 영어 가능한 분 3. 인공지능 개발에 관심이 많은 분 [우대사항] 1...
